IdSensore,NomeTipoSensore,UnitaMisura,IdStazione,NomeStazione,Quota,Provincia,Comune,Storico,DataStart,UTM_Nord,UTM_Est,lat,lng
9835,PM10 (SM2005),µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N         ,12/28/2004,5001351,640031,45.15175186,10.78141717
9857,Biossido di Azoto,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N         ,07/28/2005,4982900,500665,44.99955481,9.00844961
9859,Monossido di Carbonio,mg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N         ,07/05/2005,4982900,500665,44.99955481,9.00844961
9861,Ozono,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N         ,07/05/2005,4982900,500665,44.99955481,9.00844961
9872,PM10 (SM2005),µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N         ,07/05/2005,4982900,500665,44.99955481,9.00844961
9877,Biossido di Azoto,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N         ,10/21/2005,5047450,521343,45.574117,9.263808
9882,Ozono,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N         ,10/21/2005,5047450,521343,45.574117,9.263808
9897,Biossido di Azoto,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N         ,11/10/2005,5038450,543458,45.49822794,9.55624181
9899,Ozono,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N         ,12/01/2005,5038450,543458,45.49822794,9.55624181
9925,Ozono,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N         ,04/08/2006,4999315,582066,45.14254358,10.04384767
9928,Biossido di Azoto,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N         ,04/11/2006,4999315,582066,45.14254358,10.04384767
9969,Biossido di Azoto,µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N         ,02/15/2006,5076576,527307,45.84221272,9.35166247
9971,Monossido di Carbonio,mg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N         ,02/16/2006,5076576,527307,45.84221272,9.35166247
9972,Ozono,µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N         ,02/21/2006,5076576,527307,45.84221272,9.35166247
9976,PM10 (SM2005),µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N         ,02/11/2006,5076576,527307,45.84221272,9.35166247
9985,Particelle sospese PM2.5,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N         ,07/10/2006,5017060,538042,45.30601628,9.48527511
9991,Ozono,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N         ,07/12/2006,5084478,538586,45.91279097,9.49754261
9993,Biossido di Azoto,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N         ,01/21/2006,4995567,490094,45.11351117,8.87407772
9995,Monossido di Carbonio,mg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N         ,01/21/2006,4995567,490094,45.11351117,8.87407772
9997,Ozono,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N         ,01/21/2006,4995567,490094,45.11351117,8.87407772
9998,Benzene,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N         ,02/17/2006,5041567,540293,45.52647322,9.515991
9999,Biossido di Azoto,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N         ,02/17/2006,5041567,540293,45.52647322,9.515991
10002,Monossido di Carbonio,mg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N         ,04/22/2006,5041567,540293,45.52647322,9.515991
10016,Biossido di Zolfo,µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N         ,10/30/2006,5001351,640031,45.15175186,10.78141717
10018,Benzene,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N         ,06/30/2006,5059767,537706,45.69043647,9.48426111
10019,Biossido di Azoto,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N         ,06/30/2006,5059767,537706,45.69043647,9.48426111
10020,Biossido di Zolfo,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N         ,06/30/2006,5059767,537706,45.69043647,9.48426111
10025,Ozono,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N         ,06/30/2006,5059767,537706,45.69043647,9.48426111
10027,PM10 (SM2005),µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N         ,06/30/2006,5059767,537706,45.69043647,9.48426111
10036,Benzene,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N         ,07/28/2005,4982900,500665,44.99955481,9.00844961
10038,Biossido di Azoto,µg/m³,687,Ferno v.Di Dio,215,VA,Ferno,N         ,11/06/2006,5051773,481053,45.61924753,8.75697656
10041,Ozono,µg/m³,687,Ferno v.Di Dio,215,VA,Ferno,N         ,11/06/2006,5051773,481053,45.61924753,8.75697656
10070,Biossido di Zolfo,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N         ,01/01/2007,4994371,492461,45.10277464,8.90418742
10072,PM10 (SM2005),µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N         ,01/01/2007,4994371,492461,45.10277464,8.90418742
10079,Biossido di Azoto,µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N         ,12/20/2006,5030184,631718,45.41277633,10.68336214
10081,Ozono,µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N         ,02/06/2007,5030184,631718,45.41277633,10.68336214
10083,PM10 (SM2005),µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N         ,12/20/2006,5030184,631718,45.41277633,10.68336214
10085,Particelle sospese PM2.5,µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N         ,01/12/2007,5030184,631718,45.41277633,10.68336214
10166,Benzene,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N         ,11/29/2006,4986922,663580,45.01688067,11.07609728
10167,Biossido di Azoto,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N         ,11/29/2006,4986922,663580,45.01688067,11.07609728
10168,Biossido di Zolfo,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N         ,12/13/2006,4986922,663580,45.01688067,11.07609728
10169,Monossido di Carbonio,mg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N         ,11/29/2006,4986922,663580,45.01688067,11.07609728
10171,Ozono,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N         ,11/29/2006,4986922,663580,45.01688067,11.07609728
10259,Benzene,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N         ,09/19/2006,5113078,567173,46.16797103,9.87014581
10279,Biossido di Azoto,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N         ,06/16/2007,5036190,518405,45.478347,9.231667
10280,Biossido di Zolfo,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N         ,06/16/2007,5036190,518405,45.478347,9.231667
10282,Ozono,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N         ,06/16/2007,5036190,518405,45.478347,9.231667
10286,Biossido di Azoto,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N         ,06/27/2007,5078987,531045,45.86375372,9.39995481
10288,Ozono,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N         ,06/28/2007,5078987,531045,45.86375372,9.39995481
10301,Benzene,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N         ,11/07/2006,5077479,530713,45.85019631,9.39558125
